Country Name,Year,Value_FDI,Value_GDP,Value_Inflation,Value_Trade,Value_Unemployment,Value_WDI
North Macedonia,2004,309137638.5,4.67408958,-0.448650207,80.870485,37.161,91.92730713
Mali,2004,84992921.53,1.559998661,-3.099781281,55.31161766,1.36,68.39967346
Malta,2004,7469040205.0,0.140268537,2.790828481,212.6473563,7.317,105.0630798
Myanmar,2004,211364295.0,13.56466162,4.534213741,0.0,0.678,103.713707
Middle East & North Africa (excluding high income),2004,10631056327.0,7.729711509,3.797040176,70.59161088,11.55955342,99.13085938
Montenegro,2004,0.0,4.426050717,0.0,100.109655,30.315,103.4295731
Mongolia,2004,92920000.0,10.62540596,8.241154494,131.3293182,6.852,110.1125336
Northern Mariana Islands,2004,0.0,-3.077975376,0.0,178.0991736,0.0,0.0
Mozambique,2004,475513570.0,8.204704948,0.0,72.05200016,2.958,96.11656189
Mauritania,2004,404102030.0,4.732757925,10.36762335,75.21880468,9.696,86.85234833
Mauritius,2004,13894736.4,4.330019855,4.710370601,107.0276983,8.337,104.2957382
Malawi,2004,107811374.0,5.420497549,11.42980608,0.0,4.958,138.7785797
Malaysia,2004,4376052632.0,6.783437724,1.421271159,210.3742659,3.54,96.12772369
North America,2004,215925000000.0,3.787375448,2.267247706,28.35359629,5.703424978,101.5806808
Namibia,2004,223561311.2,12.2695481,4.136632131,81.86226059,22.09,109.8072281
New Caledonia,2004,27480195.73,0.0,0.0,58.58133786,16.31,0.0
Niger,2004,24411286.9,0.363801579,0.262543757,36.96410445,2.748,45.61853027
Nigeria,2004,1874060887.0,9.250558229,14.99803382,0.0,3.556,99.18395233
Nicaragua,2004,250000000.0,5.31217057,8.470210636,67.19531678,6.41,113.051712
Netherlands,2004,139921000000.0,1.984945714,1.263647392,117.6086275,4.646,108.2013702
Norway,2004,4918494986.0,4.014588017,0.454498502,68.67195377,4.256,99.34580994
Nepal,2004,-417346.3839,4.682603252,2.841811312,46.14728672,10.68,114.8928986
Nauru,2004,0.0,-4.314837954,0.0,0.0,0.0,96.04270935
New Zealand,2004,2319819298.0,4.088259649,2.290249028,58.79955227,4.005,99.66745758
OECD members,2004,715440000000.0,3.2654786,2.257964096,46.1585325,7.18031855,104.504303
Oman,2004,111053316.0,1.292205681,0.624969063,101.5472186,4.756,0.0
Other small states,2004,11702247040.0,4.938027117,3.122262047,122.3010262,9.807269856,103.8197708
Pakistan,2004,1118000000.0,7.83125557,7.444624693,24.80834087,0.588,69.64685822
Panama,2004,1277900000.0,7.52207972,0.474723078,123.6525612,6.171,109.7612228
Peru,2004,1599038389.0,4.958203206,3.662473201,41.93607827,4.71,114.1271667
Philippines,2004,592000000.0,6.569228512,4.829210836,87.12528482,3.554,106.6634674
Palau,2004,6845040.0,3.93905372,4.964075767,0.0,0.0,102.884079
Papua New Guinea,2004,32542985.25,2.721175741,2.158931313,131.082911,2.524,55.63565826
Poland,2004,13868000000.0,4.98284457,3.382646819,71.4456575,19.074,100.0514984
Pre-demographic dividend,2004,10541426833.0,11.96765153,4.10703594,0.0,5.04953872,92.1318512
Puerto Rico,2004,0.0,8.748676927,0.0,117.0008638,10.31,0.0
"Korea, Dem. People's Rep.",2004,0.0,0.0,0.0,0.0,3.079,0.0
Portugal,2004,2485161769.0,1.788735682,2.365362041,63.20459367,6.319,114.6721497
Paraguay,2004,93979000.0,4.057418364,4.32326493,80.10444662,6.513,115.1523438
West Bank and Gaza,2004,20520000.0,21.92523949,3.004174986,81.12359062,23.215,93.00036621
Pacific island small states,2004,285390875.1,3.991092401,4.964075767,103.7290588,4.309875813,101.7396698
Post-demographic dividend,2004,727953000000.0,3.208537123,2.079244646,49.14380392,6.656793994,102.5685501
French Polynesia,2004,6420023.009,0.97125913,0.0,0.0,11.697,0.0
Qatar,2004,1198970000.0,19.21891534,6.79933665,90.37242884,0.87,93.36791229
Romania,2004,6443000000.0,10.42811302,11.87436359,60.62647867,7.719,105.1223373
Russian Federation,2004,15402990000.0,7.19994787,10.88861573,56.5818524,7.763,0.0
Rwanda,2004,7700000.0,7.447679568,12.25071029,33.46165758,11.78,129.0510406
South Asia,2004,7477232656.0,7.548722986,4.105936983,36.89051249,7.405676425,98.06276703
Saudi Arabia,2004,-334320000.0,7.95846632,0.515506767,75.08283666,5.822,0.0
Sudan,2004,1511070000.0,5.140888518,9.657546286,30.43233762,14.788,64.14759064
Senegal,2004,137583476.9,4.643293937,0.514781781,53.65920313,2.77,80.20915985
Singapore,2004,24390254966.0,9.939982684,1.662727199,401.5237125,5.84,0.0
Solomon Islands,2004,-3005254.994,7.683299966,6.985842027,62.8108139,2.015,0.0
Sierra Leone,2004,61153314.19,6.478846016,0.0,46.17199974,3.42,0.0
El Salvador,2004,363270000.0,0.889404486,4.451943924,69.78226418,6.8,117.0974884
San Marino,2004,0.0,4.548844146,1.430838685,0.0,0.0,95.06578827
Somalia,2004,-4790000.0,7.110314311,0.0,0.0,18.846,0.0
Serbia,2004,0.0,9.028196928,11.02636272,74.22977403,18.5,102.7392197
Sub-Saharan Africa (excluding high income),2004,12595427649.0,6.611081259,4.178160001,0.0,5.952859152,89.69020081
South Sudan,2004,0.0,0.0,0.0,0.0,12.142,0.0
Sub-Saharan Africa,2004,12633442501.0,6.60196092,4.136632131,0.0,5.952859152,89.69049072
Small states,2004,13101188333.0,4.463221044,2.960039467,119.4589695,9.435496272,102.6732407
Sao Tome and Principe,2004,3501000.0,3.537905944,13.28588609,0.0,16.12,123.5542984
Suriname,2004,-37300000.0,8.500000185,9.98632512,0.0,9.49,0.0
Slovak Republic,2004,4063498785.0,5.278880718,7.548500882,139.6503773,18.206,104.1435776
Slovenia,2004,763100000.0,4.359192778,3.592975942,111.556541,6.017,96.68437195
Sweden,2004,16854649894.0,4.336856154,0.373659829,78.59114958,6.693,100.1432419
Eswatini,2004,69582011.84,3.623914226,3.445335073,150.1744096,26.695,104.612793
Sint Maarten (Dutch part),2004,0.0,0.0,0.0,0.0,0.0,0.0
Seychelles,2004,38014852.1,-2.850453977,3.857303914,149.5409368,0.0,93.42285156
Syrian Arab Republic,2004,275000000.0,6.902959435,4.433141367,78.11492859,9.518,119.0674515
Turks and Caicos Islands,2004,0.0,0.0,0.0,0.0,0.0,95.96555328
Chad,2004,466793490.0,33.62937185,-5.355400289,101.7685909,0.679,75.7852478
East Asia & Pacific (IDA & IBRD countries),2004,83222215173.0,9.120906745,4.534213741,67.35906341,4.417769762,109.5421677
Europe & Central Asia (IDA & IBRD countries),2004,58560963645.0,7.868131866,6.88205439,64.64366673,10.03345284,103.7827835
Togo,2004,79967681.86,-0.978665335,0.393078681,57.87109387,3.999,112.4291916
Thailand,2004,5860255943.0,6.289342143,2.759149262,127.4118737,1.51,104.5835419
Tajikistan,2004,272025100.0,10.29999894,7.141965087,128.3381707,13.364,97.41651154
Turkmenistan,2004,353700000.0,5.000407438,0.0,59.31996749,8.367,0.0
Latin America & the Caribbean (IDA & IBRD countries),2004,67176495234.0,5.345778339,4.451943924,44.47792026,8.879794748,117.4340363
Timor-Leste,2004,0.0,0.400003981,3.23751394,107.3308196,3.498,119.3276672
Middle East & North Africa (IDA & IBRD countries),2004,10610536327.0,7.635820054,3.961800303,70.47676471,11.47336213,99.20133972
Tonga,2004,5533664.04,-2.410700609,10.97340537,76.18140665,3.944,106.8227234
South Asia (IDA & IBRD),2004,7477232656.0,7.548722986,4.105936983,36.89051249,7.405676425,98.06276703
Sub-Saharan Africa (IDA & IBRD countries),2004,12633442501.0,6.60196092,4.136632131,0.0,5.952859152,89.69049072
Trinidad and Tobago,2004,998100000.0,7.950051511,3.72154939,0.0,8.33,96.77426147
Tunisia,2004,592147521.7,6.235790722,3.63228005,86.9253447,14.23,107.5909882
Turkiye,2004,2785000000.0,9.795936389,8.598261681,48.82583815,10.838,104.2707291
Tuvalu,2004,-11696.83453,-2.272727273,0.0,0.0,0.0,99.43343353
Tanzania,2004,442539548.4,7.503814659,4.735801439,33.60978674,3.104,102.1175919
Uganda,2004,295416479.8,6.807233344,3.72128744,35.46008625,2.706,126.5761719
Ukraine,2004,1715000000.0,11.79535253,9.048067861,109.9817085,8.59,98.86305237
Upper middle income,2004,161820000000.0,7.856579991,4.710370601,59.92594265,6.164380257,110.9507904
Uruguay,2004,352712784.3,5.004160356,9.157605075,61.47668809,12.98,111.0883636
United States,2004,213641000000.0,3.847771692,2.677236693,24.44805666,5.529,0.0
Uzbekistan,2004,176600000.0,7.449000606,0.0,76.5956692,8.126,97.96650696
St. Vincent and the Grenadines,2004,83145514.84,4.114698804,2.960039467,0.0,19.524,106.9855423
"Venezuela, RB",2004,1489000000.0,18.28660669,0.0,55.3674556,15.07,103.385231
British Virgin Islands,2004,28309656000.0,0.0,0.0,0.0,0.0,108.4485397
Virgin Islands (U.S.),2004,0.0,3.285893679,0.0,435.1593363,10.772,0.0
Viet Nam,2004,1610000000.0,7.536410609,7.754947487,133.0164979,2.14,106.4522629
Vanuatu,2004,19840843.5,3.987392802,1.418918919,98.7059775,8.465,113.6788025
World,2004,1008890000000.0,4.469258855,3.517999031,54.74299258,6.449676885,101.9017563
Samoa,2004,2480936.284,3.087260238,16.31315079,72.52937031,5.165,99.05316162
Kosovo,2004,53385314.26,0.0,-1.064726966,0.0,0.0,0.0
"Yemen, Rep.",2004,143578000.0,3.972696401,12.51509515,71.84667401,12.131,80.93701935
South Africa,2004,701422007.6,4.554559907,-0.692030271,45.64357522,19.634,96.86698914
Zambia,2004,364040000.0,7.032395115,17.96778911,70.81307493,15.327,102.5718613
Zimbabwe,2004,8700000.0,-5.807538023,0.0,76.0396086,4.39,0.0
Aruba,2005,-207798005.9,-0.383137672,3.397786778,145.0502801,0.0,119.5195923
Africa Eastern and Southern,2005,10333881073.0,6.164835859,8.558038022,60.67534177,6.875290242,94.62032318
Afghanistan,2005,271000000.0,11.22971483,12.68626872,0.0,7.914,100.2296906
Africa Western and Central,2005,9278129445.0,5.828940032,5.631633514,0.0,4.153747714,88.5914917
Angola,2005,-1303836930.0,15.02999999,22.95351385,106.5909621,16.268,0.0
Albania,2005,262479012.6,5.526424247,2.366581957,70.87234678,15.966,111.322403
Andorra,2005,0.0,5.397795985,0.0,0.0,0.0,84.2615509
Arab World,2005,38336974237.0,5.466559184,3.493685346,88.9859991,11.06580828,90.45913696
United Arab Emirates,2005,10899931930.0,4.855141196,0.0,119.5528716,3.12,99.65757751
Argentina,2005,5265250000.0,8.85165992,0.0,40.55127097,11.506,114.7447662
Armenia,2005,292073220.2,13.9,0.638928002,70.13973858,10.577,93.72631836
American Samoa,2005,0.0,-0.408163265,0.0,223.2,0.0,0.0
Antigua and Barbuda,2005,123754285.4,6.473917198,2.098751967,0.0,0.0,0.0
Australia,2005,-25093141435.0,3.154139257,2.691831683,39.16074697,5.036,103.3979111
Austria,2005,81096089418.0,2.244065325,2.299137856,94.03380568,5.682,102.0874863
Azerbaijan,2005,4476396000.0,27.96153811,9.679507319,115.8418846,7.26,95.52696991
Burundi,2005,584701.6926,0.900000001,13.25206992,35.09999884,3.15,86.93282318
Belgium,2005,33662010794.0,2.321737054,2.781432637,144.5290507,8.44,103.112442
Benin,2005,-8788860.127,1.713164564,5.364520858,39.09593119,0.86,97.63957214
Burkina Faso,2005,52130040.88,8.661873228,6.415040184,34.17216977,4.0,56.95592117
Bangladesh,2005,813321971.9,6.535944939,7.046618162,34.39693486,4.25,99.95349884
Bulgaria,2005,4098122931.0,7.056349601,5.038838071,99.71421121,10.083,110.920433
Bahrain,2005,1048601306.0,6.768997871,2.586206897,148.3135251,1.044,94.84008789
"Bahamas, The",2005,563414700.0,3.396084205,1.591606181,81.39627092,10.2,93.88540649
Bosnia and Herzegovina,2005,623812851.6,3.89717799,0.0,84.35546282,30.213,0.0
Belarus,2005,306600000.0,9.400001589,10.33887945,118.8843517,8.748,101.1081009
Belize,2005,126908465.9,2.219189271,-1.104310444,93.38684209,10.91,119.4764099
Bermuda,2005,43700000.0,1.674206114,0.0,0.0,0.0,108.1818237
Bolivia,2005,-238620000.0,4.421433127,5.393231069,67.64194136,2.6,115.1993713
Brazil,2005,15459981604.0,3.202132061,6.869537209,27.08679521,10.551,0.0
Barbados,2005,390061395.9,3.955457604,6.082187295,97.61618013,9.08,100.5650024
Brunei Darussalam,2005,175068516.6,0.387507208,1.244437119,97.45761662,5.993,107.5348206
Bhutan,2005,6210880.0,6.935071466,5.312631046,97.74341354,3.1,92.76241302
Botswana,2005,420854175.0,4.556645653,8.610225285,88.50535206,19.847,105.3529205
Central African Republic,2005,10100000.0,0.908210515,2.883520734,35.07093687,5.53,57.74819183
Canada,2005,25552226941.0,3.210454357,2.213552034,69.75913302,6.758,98.57967377
Central Europe and the Baltics,2005,74726630916.0,5.019021837,3.317178244,93.61952343,12.06015955,101.7617569
Switzerland,2005,2664910821.0,2.749698985,1.171954203,102.2611721,4.437,103.9190979
Channel Islands,2005,0.0,0.0,0.0,0.0,5.764,0.0
Chile,2005,5990831829.0,5.837045715,3.052576214,72.06253424,9.34,105.350502
China,2005,104109000000.0,11.39459181,1.776414077,62.20802192,4.52,0.0
Cote d'Ivoire,2005,349059586.5,0.996065565,3.885830399,62.82093604,6.041,0.0
Cameroon,2005,243601636.5,2.228270209,2.013539502,44.99768135,4.4,105.3952713
"Congo, Dem. Rep.",2005,180000000.0,6.135151155,21.31681672,52.3146047,2.948,0.0
"Congo, Rep.",2005,801314933.9,7.755758978,3.094490115,119.5528923,19.796,106.0678329
Colombia,2005,10235417315.0,4.828761108,5.051019627,37.42269749,11.062,124.0406418
Comoros,2005,558865.8,2.83754787,3.013323951,35.75740933,4.597,0.0
Cabo Verde,2005,80513541.33,6.912457957,0.418891613,104.3438399,13.471,109.5439224
Costa Rica,2005,1528787464.0,3.976666368,13.79829491,89.22266389,6.749,111.6241379
Caribbean small states,2005,1619038588.0,3.280619789,3.475806938,0.0,11.28832745,98.81416321
Cuba,2005,0.0,11.20165656,0.0,39.36137443,1.95,103.1780701
Curacao,2005,0.0,0.676425345,4.117117117,134.9114598,0.0,0.0
Cayman Islands,2005,9506484000.0,0.0,0.0,0.0,0.0,95.46257782
Cyprus,2005,1161973511.0,4.853003838,2.560161323,111.9170728,5.481,99.87117767
Czechia,2005,13730164683.0,6.60161753,1.857097891,121.2979604,7.927,106.7377777
Germany,2005,59835195025.0,0.731707164,1.546911148,70.91871294,11.167,103.4406204
Djibouti,2005,22203341.19,0.0,3.104966401,0.0,26.605,42.2091713
Dominica,2005,18910614.22,0.655862269,1.681900799,0.0,0.0,104.1363297
Denmark,2005,12847031342.0,2.336641308,1.817814583,89.39974086,4.83,98.21058655
Dominican Republic,2005,1118400000.0,9.428236947,4.190202605,61.65355874,6.587,108.2743912
Algeria,2005,1156000000.0,5.4,1.382446567,66.84046022,15.27,112.2025223
East Asia & Pacific (excluding high income),2005,129276000000.0,9.976957561,5.528611564,69.81053089,4.477279687,108.0789413
Early-demographic dividend,2005,103061000000.0,5.854936644,4.821700507,56.58409969,7.535875032,101.3800507
East Asia & Pacific,2005,189052000000.0,5.899301158,3.037023326,67.81031098,4.466034087,107.6524277
Europe & Central Asia (excluding high income),2005,27998176010.0,8.460146405,7.87957983,66.11177866,9.722069668,101.2844391
Europe & Central Asia,2005,1021190000000.0,2.671830192,2.609323082,70.30024032,8.737257174,102.7282028
Ecuador,2005,493413835.5,5.39862244,2.168277012,61.95815079,3.779,109.3373489
"Egypt, Arab Rep.",2005,5375600000.0,4.471744471,4.869396969,62.95264624,11.049,90.47357941
Euro area,2005,634792000000.0,1.692943716,2.523928987,72.466111,9.133719711,104.4363098
Eritrea,2005,1431550.0,2.574449551,0.0,61.10603102,5.689,97.93702698
Spain,2005,27007774843.0,3.652084192,3.368814098,54.76229758,9.146,104.3578796
Estonia,2005,3057558405.0,9.526426972,4.079714232,135.9388166,8.033,103.5706482
Ethiopia,2005,265111675.5,11.81876595,9.969971235,0.0,2.497,76.44712067
European Union,2005,731279000000.0,1.924743009,2.487696652,74.28117052,9.625546084,103.6086731
Fragile and conflict affected situations,2005,23865396333.0,5.834460098,7.285506405,0.0,5.232491827,88.38273621
Finland,2005,10867806671.0,2.779850556,0.62387445,76.57920783,8.384,99.78411102
Fiji,2005,172951928.7,0.700000402,2.365764538,117.7400794,3.886,0.0
France,2005,85137061931.0,1.66321998,1.745869364,53.98070678,8.882,104.6364899
Faroe Islands,2005,0.0,0.0,0.0,100.9627594,0.0,0.0
"Micronesia, Fed. Sts.",2005,0.0,2.041867164,4.257699782,92.51955495,0.0,110.4041824
Gabon,2005,326161877.9,2.676203333,3.708333333,83.94959984,16.91,0.0
United Kingdom,2005,252653000000.0,2.738842404,2.08913649,52.68071684,4.751,105.7956009
Georgia,2005,453107292.0,9.591138329,8.247090431,84.52959754,13.81,103.1390991
Ghana,2005,144970000.0,5.900003819,15.43899202,98.17151411,5.817,87.57227325
Gibraltar,2005,0.0,0.0,0.0,0.0,0.0,0.0
Guinea,2005,105000000.0,2.997272563,31.37330259,47.93770039,4.899,78.04154205
"Gambia, The",2005,53650280.02,-2.351729362,4.838621775,50.0187234,9.878,76.39198303
Guinea-Bissau,2005,8692468.09,6.559771103,3.329199228,45.78423155,3.221,116.4236603
Equatorial Guinea,2005,769146190.0,16.74870061,5.631633514,131.0244718,8.12,71.32682037
Greece,2005,688484256.6,0.599142037,3.545072733,50.90086437,10.074,102.8125381
Grenada,2005,81610825.36,13.27618833,3.475806938,0.0,0.0,98.9302597
Greenland,2005,0.0,4.987491771,0.0,99.70792655,0.0,0.0
Guatemala,2005,540000000.0,3.276026926,9.108649857,67.10369961,3.06,110.45578
Guam,2005,0.0,3.642316349,0.0,66.43721813,7.0,0.0
Guyana,2005,76800000.0,-1.950957595,6.925543039,194.3507573,11.066,103.6256027
High income,2005,1280440000000.0,2.974538737,2.622345869,54.94073789,6.81782512,102.227951
"Hong Kong SAR, China",2005,40963127271.0,7.388127394,0.826446281,342.6892095,5.58,100.7303009
Honduras,2005,601059572.2,6.050599222,8.809060748,136.489768,4.909,102.1774902
Heavily indebted poor countries (HIPC),2005,8173921982.0,5.569063804,8.169546049,60.49919783,4.682798076,89.77770996
Croatia,2005,1814728743.0,4.307492962,3.317178244,81.46960257,12.598,100.140831
Haiti,2005,26000000.0,3.072173377,13.97300833,34.9651045,14.589,0.0
Hungary,2005,27489690204.0,4.29427761,3.561517114,127.813089,7.189,100.97892
IBRD only,2005,302598000000.0,7.184478526,4.93717005,61.33573622,6.927435313,106.9401627
IDA & IBRD total,2005,321460000000.0,7.100965803,6.082187295,61.03663208,6.404896571,102.2619019
IDA total,2005,18862032703.0,6.188377682,6.809630795,0.0,4.184021524,92.08421326
IDA blend,2005,9197277606.0,6.21313626,3.094490115,0.0,3.012615846,89.82884216
Indonesia,2005,8336257208.0,5.692571303,10.45319842,63.98793587,7.945,110.9590607
IDA only,2005,9664755096.0,6.164338853,7.165417599,58.43520508,4.709775628,93.17993164
Isle of Man,2005,0.0,5.899999336,0.0,0.0,0.0,0.0
India,2005,7269407226.0,7.923430621,4.24634362,42.00166961,8.697,0.0
Ireland,2005,47001243614.0,5.739781672,2.456546929,148.1755848,4.343,103.0778503
"Iran, Islamic Rep.",2005,2889191670.0,3.189804081,13.43311801,54.44049526,11.813,109.0307312
Iraq,2005,515300000.0,1.671889624,36.95948092,115.7425403,8.596,0.0
Iceland,2005,3093680068.0,6.124438965,3.987047828,72.45061537,2.547,99.18486786
Israel,2005,4818400000.0,4.134076619,1.313485114,79.13295723,11.342,95.50453186
Italy,2005,36762073075.0,0.817848974,1.985292985,49.30101076,7.731,103.97509
Jamaica,2005,637901995.9,0.893797936,15.05286589,90.48789334,6.596,93.89259338
Jordan,2005,1984485190.0,8.146594811,3.493685346,146.9088913,14.8,90.89845276
Japan,2005,5459618343.0,1.803900872,-0.282946069,26.22995458,4.446,0.0
Kazakhstan,2005,2546065710.0,9.699999999,7.579999291,97.76250302,8.13,101.9754333
Kenya,2005,21211685.4,5.90666608,10.31277836,64.47886616,2.739,103.8903732
Kyrgyz Republic,2005,42565248.3,-0.175515404,4.338673918,95.08400463,2.358,96.97280121
Cambodia,2005,379180190.6,13.25008691,6.61525912,136.8319301,1.067,143.901825
Kiribati,2005,2606020.0,1.098901099,0.0,123.712849,0.0,106.6221695
St. Kitts and Nevis,2005,54183295.71,9.732820703,3.37781904,0.0,0.0,108.8633575
"Korea, Rep.",2005,13643200000.0,4.308542714,2.753791627,68.32481102,3.482,100.3449173
Kuwait,2005,233904109.6,10.60904498,4.142975836,92.24268009,1.457,110.1836166
Latin America & Caribbean (excluding high income),2005,64578343746.0,3.988954824,5.051019627,40.6584765,8.035731476,117.888237
Lao PDR,2005,27720000.0,7.107568368,7.165417599,71.79264627,1.35,115.7954102
Lebanon,2005,2623502612.0,2.68577931,0.0,92.76265627,8.247,0.0
Liberia,2005,82802111.44,5.281212453,10.83435885,0.0,2.403,0.0
Libya,2005,1038000000.0,11.87075652,2.650205761,90.86088969,18.613,101.7985535
St. Lucia,2005,115484418.1,-0.410304726,3.898273708,0.0,18.7,103.0648804
Latin America & Caribbean,2005,79254162950.0,3.931813629,4.440575657,45.52081115,8.232264373,116.3778534
Least developed countries: UN classification,2005,5860013285.0,7.425536613,7.797497818,57.35770369,4.762393259,93.37241364
Low income,2005,3741871508.0,6.579886995,8.448726423,51.44562571,4.611191241,87.45845795
Liechtenstein,2005,-266949356.7,4.828076777,0.0,0.0,0.0,105.7547226
Sri Lanka,2005,272400000.0,6.241748044,11.6396861,73.60397296,7.67,98.10224152
Lower middle income,2005,36039547420.0,6.705588215,5.364520858,58.16605777,6.626949906,100.4120102
Low & middle income,2005,270494000000.0,7.315660525,6.427552781,60.69165117,6.221764957,102.2491989
Lesotho,2005,27438279.64,3.466122228,3.437884231,0.0,15.994,124.6131973
Late-demographic dividend,2005,276025000000.0,7.740474776,4.142975836,67.38267768,5.607510929,109.2849197
Lithuania,2005,1292550784.0,7.732367604,2.658484841,117.483577,8.325,102.8445587
Luxembourg,2005,4644769480.0,2.482874748,2.487696652,284.0774769,4.488,99.86595917
Latvia,2005,809856372.4,10.72036596,6.748450279,100.2357513,10.033,104.8439789
"Macao SAR, China",2005,1775023638.0,8.075694247,4.395892843,136.3722219,4.158,102.8545532
St. Martin (French part),2005,0.0,0.0,0.0,0.0,0.0,0.0
Morocco,2005,1670609689.0,3.19224973,0.98264166,61.49382769,11.01,106.1123428
Monaco,2005,0.0,1.875679635,0.0,0.0,0.0,0.0
Moldova,2005,190700000.0,7.500000149,11.95918372,143.0235685,5.633,97.89131165
Madagascar,2005,85428623.9,4.755845095,18.36382465,59.13008494,2.62,132.8999176
Maldives,2005,52991121.06,-11.22316621,1.300275009,0.0,7.394,114.2222672
Middle East & North Africa,2005,65447868311.0,4.97968652,3.104966401,85.1758241,10.83521221,98.65843964
Mexico,2005,25161667683.0,2.113247126,3.988057146,52.56264465,3.558,108.5340424
Marshall Islands,2005,3279622.362,1.784691405,0.0,124.8680866,0.0,93.13214874
Middle income,2005,266753000000.0,7.330509158,5.04279486,60.7925251,6.347736426,104.314888
North Macedonia,2005,145329601.5,4.724088642,0.525515951,85.84100348,37.32,91.20635223
Mali,2005,160281952.8,6.534778775,6.397882939,54.12532578,1.325,71.87319946
Malta,2005,21801420447.0,3.383593722,3.007966525,217.6022175,6.923,102.89608
Myanmar,2005,234904379.0,13.56895002,9.368618142,0.0,0.67,104.5576706
Middle East & North Africa (excluding high income),2005,18221792613.0,4.47171845,3.800468027,73.5961888,11.76284762,99.24240112
Montenegro,2005,0.0,4.180604509,0.0,104.6251393,30.31,107.5090332
Mongolia,2005,187620000.0,7.253665438,12.71656741,122.3814599,7.015,97.96279144
Northern Mariana Islands,2005,0.0,-12.70289344,0.0,174.5523091,0.0,0.0
Mozambique,2005,122413755.6,6.31202378,6.427552781,72.00926098,3.029,102.8762207
Mauritania,2005,811869180.0,8.566287249,12.12564872,88.23509956,9.538,87.04871368
Mauritius,2005,41776995.78,1.77754302,4.93717005,121.608744,9.524,103.4173431
Malawi,2005,139696402.6,3.268726021,15.41034466,0.0,4.931,136.064621
Malaysia,2005,3924786635.0,5.332139161,2.975070927,203.8546446,3.53,96.88208008
North America,2005,167940000000.0,3.46128323,2.80314944,29.40546203,5.259601073,101.580658
Namibia,2005,389850790.4,2.529262658,2.28194607,80.68038029,22.105,111.1854401
New Caledonia,2005,-6738759.001,0.0,0.0,61.910327,15.77,0.0
Niger,2005,49753596.83,7.331868843,7.797497818,38.34774181,3.1,47.34577179
Nigeria,2005,4982533930.0,6.438516525,17.86349337,0.0,3.69,99.78027344
Nicaragua,2005,241100000.0,4.282398338,9.599099861,71.64572371,5.37,113.9754486
Netherlands,2005,209889000000.0,2.050876108,1.688130179,122.8066577,5.873,107.9409866
Norway,2005,10058759830.0,2.685122891,1.532133676,70.46945049,4.381,99.25980377
Nepal,2005,2451784.707,3.479181048,6.836332659,44.06294748,10.652,115.4856796
Nauru,2005,0.0,-7.843137255,0.0,0.0,0.0,117.1299286
New Zealand,2005,1906665964.0,3.353241444,3.037023326,58.01874344,3.807,99.8288269
OECD members,2005,1185950000000.0,2.819912154,2.47212179,48.08173328,6.82163914,104.6672897
Oman,2005,1538361508.0,2.490221143,1.909835535,99.1109943,4.64,96.95397186
Other small states,2005,30594008393.0,4.941936292,3.007966525,125.248429,9.619762625,104.2694092
Pakistan,2005,2201000000.0,7.276574436,9.06332737,29.878498,0.582,73.18280792
Panama,2005,1104400000.0,7.191279345,2.855883248,135.6943166,6.041,108.7546921
Peru,2005,2578719365.0,6.285060325,1.616301939,47.35731748,4.87,113.7701874
Philippines,2005,1664000000.0,4.942505119,6.516853933,83.84567457,3.795,105.9685211
Palau,2005,3971994.27,3.413989542,3.951462352,161.4694181,0.0,108.7349396
Papua New Guinea,2005,39976364.73,6.344795923,1.780804399,0.0,2.386,56.69192886
Poland,2005,11041000000.0,3.506834614,2.183798724,70.53052406,17.746,99.92912292
Pre-demographic dividend,2005,12019139610.0,5.973125311,7.797497818,0.0,5.010299584,93.35384369
Puerto Rico,2005,0.0,-1.986938733,0.0,113.7447947,11.35,0.0
"Korea, Dem. People's Rep.",2005,0.0,0.0,0.0,0.0,3.032,0.0
Portugal,2005,3367937007.0,0.781848216,2.277163949,62.94450456,7.582,114.4425507
Paraguay,2005,7300000.0,2.133490665,6.807382031,85.02196365,4.825,116.1055679
West Bank and Gaza,2005,36242000.0,11.29065118,4.107250707,83.83635406,20.016,92.16628265
Pacific island small states,2005,206367093.8,2.439815701,3.951462352,104.0061816,3.802708953,101.8357315
Post-demographic dividend,2005,1158280000000.0,2.767186966,2.37531959,51.32441455,6.37655047,103.0284271
French Polynesia,2005,7818937.09,0.309973476,0.0,58.87573964,11.718,0.0
Qatar,2005,2500000000.0,7.492758483,8.814395323,94.74554417,0.87,96.10188293
Romania,2005,6498650463.0,4.668148051,9.014912833,59.36054945,7.174,102.1878433
Russian Federation,2005,15508050000.0,6.399965448,12.68530395,56.71324849,7.124,96.51888275
Rwanda,2005,7960000.0,9.377889524,9.014089181,34.21653221,11.901,134.2301788
South Asia,2005,10888782983.0,7.612733442,6.941475411,41.29667434,7.4953952,99.81491089
Saudi Arabia,2005,4385456396.0,5.573833722,0.479230398,81.95407594,6.051,92.30850983
Sudan,2005,1561689997.0,5.643515513,8.505850759,35.8715914,14.791,65.92156219
Senegal,2005,167944230.5,4.310238526,1.711333259,54.90324357,2.685,82.12278748
Singapore,2005,19316058814.0,7.366322393,0.425106277,420.4305129,5.59,0.0
Solomon Islands,2005,548149.3494,7.357841934,7.330663416,66.57458564,1.879,97.34600067
Sierra Leone,2005,90731669.74,4.35349995,0.0,47.5479836,3.724,0.0
