,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Age,Nature,Reporting Type,Sex,Units
412624,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",222,El Salvador,2020,3.6,2020,"EHPM 2020, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,BOTHSEX,PERCENT
412625,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",222,El Salvador,2020,1.5,2020,"EHPM 2020, UNICEF and ILO calculations",These estimates differ from published national estimates of child labour from the same source due to different treatment of economic activities and different hourly thresholds according to the national legislation.,5-17,CA,G,FEMALE,PERCENT
412626,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",231,Ethiopia,2015,40.5,2015,"National CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412627,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",231,Ethiopia,2015,48.3,2015,"National CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412628,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",231,Ethiopia,2015,32.1,2015,"National CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412629,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",242,Fiji,2021,18.8,2021,MICS 2021,,5-17,C,G,MALE,PERCENT
412630,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",242,Fiji,2021,12.3,2021,MICS 2021,,5-17,C,G,FEMALE,PERCENT
412631,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",242,Fiji,2021,15.6,2021,MICS 2021,,5-17,C,G,BOTHSEX,PERCENT
412632,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",266,Gabon,2021,7.0,2019-21,"DHS 2019-21, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412633,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",266,Gabon,2021,3.9,2019-21,"DHS 2019-21, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412634,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",266,Gabon,2021,5.4,2019-21,"DHS 2019-21, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412635,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",268,Georgia,2015,0.9,2015,"CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412636,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",268,Georgia,2015,1.5,2015,"CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412637,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",268,Georgia,2015,2.1,2015,"CLS 2015, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412638,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",270,Gambia,2023,16.0,2022-23,"LFS 2022-23, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412639,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",270,Gambia,2023,15.1,2022-23,"LFS 2022-23, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412640,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",270,Gambia,2023,14.1,2022-23,"LFS 2022-23, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412641,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",275,State of Palestine,2020,3.3,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412642,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",275,State of Palestine,2020,6.3,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412643,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",275,State of Palestine,2020,9.2,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412644,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",288,Ghana,2018,14.5,2017-18,"MICS 2017-18, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412645,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",288,Ghana,2018,14.8,2017-18,"MICS 2017-18, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412646,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",288,Ghana,2018,15.2,2017-18,"MICS 2017-18, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412647,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",296,Kiribati,2019,5.5,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412648,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",296,Kiribati,2019,7.1,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412649,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",296,Kiribati,2019,8.6,2018-19,"MICS 2018-19, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412650,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",320,Guatemala,2019,8.3,2019,"ENEI 2019, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412651,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",320,Guatemala,2019,4.3,2019,"ENEI 2019, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412652,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",320,Guatemala,2019,12.1,2019,"ENEI 2019, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412653,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",324,Guinea,2016,19.5,2016,"MICS 2016, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412654,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",324,Guinea,2016,21.1,2016,"MICS 2016, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412655,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",324,Guinea,2016,17.8,2016,"MICS 2016, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412656,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",328,Guyana,2020,5.1,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412657,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",328,Guyana,2020,4.9,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412658,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",328,Guyana,2020,4.6,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412659,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",332,Haiti,2012,22.4,2012,"DHS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,MALE,PERCENT
412660,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",332,Haiti,2012,20.2,2012,"DHS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,FEMALE,PERCENT
412661,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",332,Haiti,2012,21.6,2012,"DHS 2012, UNICEF and ILO calculations",Age is 5-14 years,5-14,CA,G,BOTHSEX,PERCENT
412662,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",340,Honduras,2019,12.2,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412663,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",340,Honduras,2019,7.9,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412664,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",340,Honduras,2019,16.2,2019,"MICS 2019, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412665,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",356,India,2012,4.3,2012,"National Sample Survey-68th round 2012, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412666,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",356,India,2012,3.1,2012,"National Sample Survey-68th round 2012, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412667,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",356,India,2012,5.3,2012,"National Sample Survey-68th round 2012, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412668,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",360,Indonesia,2021,1.7,2021,SAKERNAS 2021,,5-17,CA,G,BOTHSEX,PERCENT
412669,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",368,Iraq,2018,4.3,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412670,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",368,Iraq,2018,1.9,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412671,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",368,Iraq,2018,3.1,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412672,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",384,Côte d'Ivoire,2021,11.2,2021,"DHS 2021, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412673,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",384,Côte d'Ivoire,2021,12.0,2021,"DHS 2021, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412674,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",384,Côte d'Ivoire,2021,10.5,2021,"DHS 2021, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412675,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",388,Jamaica,2016,2.2,2016,"Jamaica Youth Activity Survey 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412676,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",388,Jamaica,2016,2.7,2016,"Jamaica Youth Activity Survey 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412677,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",388,Jamaica,2016,3.1,2016,"Jamaica Youth Activity Survey 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412678,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",400,Jordan,2016,2.2,2016,"CLS 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412679,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",400,Jordan,2016,0.2,2016,"CLS 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412680,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",400,Jordan,2016,1.2,2016,"CLS 2016, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412681,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",404,Kenya,2019,18.8,2019,"IHBS 2019, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412682,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",404,Kenya,2019,16.4,2019,"IHBS 2019, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412683,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",404,Kenya,2019,20.9,2019,"IHBS 2019, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412684,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",408,Democratic People's Republic of Korea,2017,3.7,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412685,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",408,Democratic People's Republic of Korea,2017,4.0,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412686,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",408,Democratic People's Republic of Korea,2017,4.3,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412687,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",417,Kyrgyzstan,2018,24.2,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412688,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",417,Kyrgyzstan,2018,20.1,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412689,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",417,Kyrgyzstan,2018,15.6,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412690,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",418,Lao People's Democratic Republic,2017,26.3,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412691,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",418,Lao People's Democratic Republic,2017,26.2,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412692,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",418,Lao People's Democratic Republic,2017,26.3,2017,"MICS 2017, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412693,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",419,Latin America and the Caribbean,2020,4.0,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,FEMALE,PERCENT
412694,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",419,Latin America and the Caribbean,2020,6.0,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,BOTHSEX,PERCENT
412695,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",419,Latin America and the Caribbean,2020,7.9,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,MALE,PERCENT
412696,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",426,Lesotho,2018,8.2,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412697,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",426,Lesotho,2018,11.1,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412698,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",426,Lesotho,2018,5.4,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412699,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",430,Liberia,2020,20.8,2019-20,"DHS 2019-20, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412700,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",430,Liberia,2020,21.1,2019-20,"DHS 2019-20, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412701,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",430,Liberia,2020,21.5,2019-20,"DHS 2019-20, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412702,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",450,Madagascar,2018,29.8,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412703,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",450,Madagascar,2018,26.2,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412704,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",450,Madagascar,2018,33.4,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412705,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",454,Malawi,2020,10.0,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,BOTHSEX,PERCENT
412706,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",454,Malawi,2020,11.9,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,MALE,PERCENT
412707,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",454,Malawi,2020,8.0,2019-20,"MICS 2019-20, UNICEF and ILO calculations",,5-17,C,G,FEMALE,PERCENT
412708,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",466,Mali,2020,19.8,2020,"EMOP 2020, UNICEF and ILO calculations",These estimates differ from the standard indicator definitions due to differences in questionnaire design and the types of economic activities captured by the survey. These estimates are not comparable with those previously published in the global SDG database,5-17,CA,G,FEMALE,PERCENT
412709,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",466,Mali,2020,21.0,2020,"EMOP 2020, UNICEF and ILO calculations",These estimates differ from the standard indicator definitions due to differences in questionnaire design and the types of economic activities captured by the survey. These estimates are not comparable with those previously published in the global SDG database,5-17,CA,G,BOTHSEX,PERCENT
412710,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",466,Mali,2020,22.1,2020,"EMOP 2020, UNICEF and ILO calculations",These estimates differ from the standard indicator definitions due to differences in questionnaire design and the types of economic activities captured by the survey. These estimates are not comparable with those previously published in the global SDG database,5-17,CA,G,MALE,PERCENT
412711,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",478,Mauritania,2015,14.8,2015,"MICS 2015, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412712,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",478,Mauritania,2015,10.4,2015,"MICS 2015, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412713,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",478,Mauritania,2015,12.6,2015,"MICS 2015, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412714,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",484,Mexico,2019,5.0,2019,"ENTI 2019, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,MALE,PERCENT
412715,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",484,Mexico,2019,1.9,2019,"ENTI 2019, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,FEMALE,PERCENT
412716,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",484,Mexico,2019,3.5,2019,"ENTI 2019, ILO Harmonized Microdata, https://ilostat.ilo.org/",,5-17,CA,G,BOTHSEX,PERCENT
412717,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",496,Mongolia,2018,9.1,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412718,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",496,Mongolia,2018,6.5,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412719,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",496,Mongolia,2018,7.9,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412720,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",499,Montenegro,2018,8.4,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412721,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",499,Montenegro,2018,6.9,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412722,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",499,Montenegro,2018,7.7,2018,"MICS 2018, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412723,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",508,Mozambique,2015,12.2,2014-15,"IOF 2014-15, UNICEF and ILO calculations",,5-17,CA,G,FEMALE,PERCENT
412724,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",508,Mozambique,2015,13.1,2014-15,"IOF 2014-15, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
412725,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",508,Mozambique,2015,13.9,2014-15,"IOF 2014-15, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412726,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",513,Europe and Northern America,2020,2.3,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,BOTHSEX,PERCENT
412727,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",513,Europe and Northern America,2020,1.8,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,FEMALE,PERCENT
412728,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",513,Europe and Northern America,2020,2.8,2016-20,"DHS, MICS, LFS and other national surveys","These estimates differ from the SDG indicator definition in that they also include children in hazardous industries and occupations. While these estimates represent only those surveys within the reference period of 2016 to 2020, they are still considered to reflect current levels of child labour both globally and regionally given that the prevalence of child labour does not fluctuate substantially on an annual basis. ",5-17,N,G,MALE,PERCENT
412729,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",524,Nepal,2014,19.0,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,MALE,PERCENT
412730,8,8.7,8.7.1,SL_TLF_CHLDEA,"Proportion of children engaged in economic activity, by sex and age  (%)",524,Nepal,2014,19.2,2014,"MICS 2014, UNICEF and ILO calculations",,5-17,CA,G,BOTHSEX,PERCENT
