,Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Reporting Type,Units
424997,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),188,Costa Rica,2015,4.7099,2015,"Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.",Revised data.,C,G,PERCENT
424998,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),188,Costa Rica,2016,4.99396,2016,"Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.",Revised data.,C,G,PERCENT
424999,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),188,Costa Rica,2017,4.80883,2017,"Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.",Revised data.,C,G,PERCENT
425000,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),188,Costa Rica,2018,4.65418,2018,"Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.",Revised data.,C,G,PERCENT
425001,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),188,Costa Rica,2019,4.81809,2019,"Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.",Revised data.,C,G,PERCENT
425002,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),188,Costa Rica,2020,1.86899,2020,"Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.",Revised data.,C,G,PERCENT
425003,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),188,Costa Rica,2021,2.71972,2021,"Central Bank of Costa Rica, Macroeconomic Statistics Department, via cooperation UNWTO - OECD.",Revised data.,C,G,PERCENT
425004,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),191,Croatia,2011,10.3,2011,"Institute for Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425005,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),191,Croatia,2016,11.39607,2016,"Institute for Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425006,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),191,Croatia,2019,11.82341,2019,"Institute for Tourism, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425007,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2008,4.43343,2008,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425008,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2009,4.17086,2009,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425009,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2010,3.5823,2010,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425010,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2011,3.58628,2011,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425011,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2012,3.72958,2012,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425012,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2013,4.04196,2013,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425013,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2014,4.21641,2014,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425014,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2015,4.22789,2015,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425015,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2016,4.0015,2016,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425016,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2017,3.77589,2017,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425017,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2018,4.06647,2018,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425018,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2019,4.52263,2019,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425019,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2020,1.83823,2020,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425020,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2021,1.94462,2021,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425021,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),202,Sub-Saharan Africa,2022,3.716,2022,UNWTO,This estimate is based on a low number of reporting countries in the region and is therefore subject to relatively high variability. Please interpret with caution,N,G,PERCENT
425022,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2008,2.80155,2008,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425023,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2009,2.87347,2009,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425024,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2010,2.65298,2010,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425025,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2011,2.65992,2011,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425026,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2012,2.74939,2012,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425027,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2013,2.88297,2013,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425028,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2014,2.76361,2014,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425029,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2015,2.77236,2015,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425030,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2016,2.90684,2016,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425031,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2017,2.94173,2017,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425032,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2018,2.87942,2018,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425033,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2019,2.87382,2019,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425034,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2020,1.50132,2020,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",  ,C,G,PERCENT
425035,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),203,Czechia,2021,1.55283,2021,"Czech Statistical Office, Tourism Satellite Account (TSA),  https://www.czso.cz/csu/czso/tourism_satellite_account",Provisional data.,C,G,PERCENT
425036,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2008,1.68281,2008,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425037,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2010,1.97473,2010,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425038,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2011,1.45256,2011,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425039,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2012,1.47303,2012,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425040,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2013,1.68546,2013,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425041,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2014,1.88571,2014,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425042,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2015,1.87378,2015,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425043,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2016,1.93069,2016,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. Break in series. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425044,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2017,2.3387,2017,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425045,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2018,2.25813,2018,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","The data correspond to Tourism GVA (direct) as a percentage of total GVA. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425046,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2019,2.49669,2019,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","Revised data. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425047,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2020,1.44673,2020,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","Revised data. After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425048,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),208,Denmark,2021,1.55118,2021,"VisitDenmark, Centre for Regional & Tourism Research (TSA)","After break, data are comparable. Before break, data are not comparable over time due to method changes and discrete /jumps in certain variables.",C,G,PERCENT
425049,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2008,1.82,2008,Ministry of Tourism (MINTUR) - Tourism Satellite Account,  ,C,G,PERCENT
425050,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2009,1.66,2009,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425051,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2010,1.72,2010,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425052,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2011,1.86,2011,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425053,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2012,1.9,2012,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425054,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2013,1.89,2013,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425055,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2014,1.96,2014,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425056,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2015,1.9,2015,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425057,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2016,1.87,2016,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425058,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2017,2.07,2017,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425059,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2018,2.31,2018,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425060,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),218,Ecuador,2019,2.28,2019,Ministry of Tourism (MINTUR) - Tourism Satellite Account,Revised data.,C,G,PERCENT
425061,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2014,2.95787,2014,CORSATUR: Corporación Salvadoreña de Turismo,Revised data.,C,G,PERCENT
425062,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2015,3.04613,2015,CORSATUR: Corporación Salvadoreña de Turismo,Revised data.,C,G,PERCENT
425063,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2016,3.23593,2016,CORSATUR: Corporación Salvadoreña de Turismo,Revised data.,C,G,PERCENT
425064,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2017,3.49848,2017,CORSATUR: Corporación Salvadoreña de Turismo,Revised data.,C,G,PERCENT
425065,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),222,El Salvador,2018,3.51677,2018,CORSATUR: Corporación Salvadoreña de Turismo,Revised data.,C,G,PERCENT
425066,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2008,2.06047,2008,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425067,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2009,3.3102,2009,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425068,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2010,3.02377,2010,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425069,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2011,3.42152,2011,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425070,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2012,3.33852,2012,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425071,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2013,4.0366,2013,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425072,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2014,4.20741,2014,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425073,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2015,5.55118,2015,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425074,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2016,6.57985,2016,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425075,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2017,5.90738,2017,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425076,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2018,5.76993,2018,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425077,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2019,6.63587,2019,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425078,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),226,Equatorial Guinea,2020,7.28841,2020,"INEGE: Equatorial Guinea does not produce Tourism satellite accounts; However, the National Accounts (CN) capture tourist activity through the quantification of the different branches of national activity. It is in this sense that the data offered comes from the results of the CN compiled by the National Institute of Statistics.",  ,C,G,PERCENT
425079,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2008,4.20903,2008,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425080,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2009,4.6858,2009,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425081,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2010,4.54803,2010,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425082,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2011,4.39623,2011,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425083,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2012,4.34115,2012,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425084,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2013,4.78008,2013,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425085,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2014,5.46358,2014,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425086,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2015,5.48218,2015,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425087,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2016,5.4584,2016,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425088,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),233,Estonia,2017,5.4,2017,"Statistics Estonia, Tourism Satellite Account, via cooperation UNWTO - OECD.",  ,C,G,PERCENT
425089,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2008,13.0,2008,Fiji Bureau of Statistics. https://www.statsfiji.gov.fj/statistics/economic-statistics/national-accounts-gdp-2.html,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425090,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2011,11.5,2011,Fiji Bureau of Statistics. https://www.statsfiji.gov.fj/statistics/economic-statistics/national-accounts-gdp-2.html,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425091,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2012,11.5,2012,Fiji Bureau of Statistics. https://www.statsfiji.gov.fj/statistics/economic-statistics/national-accounts-gdp-2.html,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425092,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2013,12.1,2013,Fiji Bureau of Statistics. https://www.statsfiji.gov.fj/statistics/economic-statistics/national-accounts-gdp-2.html,The data correspond to Tourism GVA (direct) as a percentage of total GVA,C,G,PERCENT
425093,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2014,13.3,2014,Fiji Bureau of Statistics. https://www.statsfiji.gov.fj/statistics/economic-statistics/national-accounts-gdp-2.html,The data correspond to Tourism GVA (direct) as a percentage of total GVA.,C,G,PERCENT
425094,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2015,13.7,2015,Fiji Bureau of Statistics. https://www.statsfiji.gov.fj/statistics/economic-statistics/national-accounts-gdp-2.html,The data correspond to Tourism GVA (direct) as a percentage of total GVA.,C,G,PERCENT
425095,8,8.9,8.9.1,ST_GDP_ZS,Tourism direct GDP as a proportion of total GDP (%),242,Fiji,2016,12.6,2016,Fiji Bureau of Statistics. https://www.statsfiji.gov.fj/statistics/economic-statistics/national-accounts-gdp-2.html,The data correspond to Tourism GVA (direct) as a percentage of total GVA.,C,G,PERCENT
